아라, 67, 174
다바, 86, 144
하아, 90, 154
파바, 73, 188
가파, 97, 148
카바, 67, 156
카파, 65, 140
하하, 98, 191
다다, 41, 151
아다, 42, 158
다차, 93, 182
라라, 42, 146
가나, 67, 152
라마, 42, 149
가다, 59, 151
바나, 69, 170
파나, 92, 164
타카, 47, 162
아라, 70, 155
사라, 76, 145
하차, 50, 178
다바, 97, 155
마가, 71, 152
마가, 72, 161
자하, 40, 155
마타, 58, 190
아가, 48, 164
타라, 87, 187
아나, 99, 149
하나, 54, 153
바사, 58, 174
나타, 95, 191
라사, 49, 159
자하, 70, 146
차나, 72, 145
차타, 95, 197
가파, 62, 181
바아, 80, 190
사다, 48, 160
아가, 46, 162
아사, 74, 199
카다, 59, 149
마아, 89, 141
아마, 74, 170
카사, 64, 159
라하, 43, 193
가사, 88, 194
차차, 87, 172
파사, 95, 190
라카, 90, 155
가다, 81, 164
카하, 58, 161
나카, 43, 145
사자, 86, 195
라바, 53, 160
나바, 64, 146
차차, 65, 153
나라, 91, 170
파타, 56, 140
카카, 54, 169
파가, 93, 190
가자, 56, 164
나카, 66, 140
나하, 76, 164
하바, 57, 180
가나, 50, 160
다마, 94, 166
사나, 42, 174
바파, 73, 180
사파, 66, 174
파카, 85, 178
아파, 89, 175
마아, 77, 190
파다, 54, 162
카사, 87, 147
하하, 65, 197
차사, 68, 176
마바, 69, 155
아바, 63, 193
가아, 56, 189
사라, 85, 168
타하, 56, 187
라자, 58, 142
자차, 75, 147
차나, 99, 151
가자, 76, 187
자다, 85, 190
카타, 56, 144
다차, 44, 143
마라, 72, 144
다사, 80, 168
라카, 51, 169
하가, 41, 184
파아, 98, 182
하하, 89, 156
파자, 69, 156
자나, 63, 145
파마, 60, 186
자가, 57, 150
파아, 70, 149
아카, 94, 153
나가, 82, 194
나나, 80, 167
라자, 61, 187
마파, 67, 155
차아, 91, 151
자자, 70, 159
라가, 48, 164
파라, 88, 194
가라, 75, 145
하마, 54, 179
라가, 54, 164
파마, 52, 160
카라, 94, 150
사카, 83, 175
차파, 68, 167
자나, 60, 184
차파, 53, 191
파바, 43, 173
라바, 50, 144
라차, 78, 172
나파, 42, 196
차자, 78, 142
가아, 65, 140
나라, 52, 181
아파, 47, 199
나타, 48, 175
마차, 71, 181
가타, 53, 153
라사, 61, 171
마자, 87, 145
자바, 61, 164
하차, 77, 187
타가, 87, 142
나자, 59, 155
사아, 48, 172
라카, 77, 161
바사, 41, 157
마자, 68, 171
바차, 40, 168
다나, 83, 155
아마, 55, 199
바자, 71, 150
자자, 77, 180
아가, 45, 150
라마, 40, 194
카타, 88, 170
타가, 88, 186
하나, 51, 148
차바, 83, 157
카라, 71, 159
가카, 96, 192
마다, 81, 152
사아, 60, 175
하하, 41, 147
다파, 93, 153
바차, 71, 194
카사, 54, 175
카자, 75, 141
아마, 62, 141
자마, 94, 180
타파, 58, 168
바타, 98, 159
다아, 53, 141
사타, 91, 162
카라, 79, 186
자자, 56, 183
파가, 85, 190
다나, 40, 178
가타, 74, 181
타가, 88, 159
타타, 64, 158
마차, 48, 166
사바, 41, 176
파나, 73, 168
카차, 82, 179
타자, 56, 160
마다, 43, 194
마파, 70, 175
아다, 41, 156
자가, 48, 149
나타, 67, 146
카가, 54, 199
카타, 99, 196
사다, 47, 150
차마, 66, 195
바자, 49, 145
마아, 63, 147
사마, 52, 157
사파, 85, 194
파카, 59, 154
다자, 73, 189
라차, 88, 152
파가, 68, 146
타아, 46, 164
아아, 78, 155
라마, 51, 160
아사, 67, 156
마파, 97, 198
아바, 56, 183
하타, 51, 198
마타, 66, 191
다차, 58, 146
카바, 75, 153
하자, 81, 190
파차, 96, 183
가차, 76, 170
아파, 53, 172
나타, 73, 183
아마, 77, 140
나마, 77, 160
다카, 74, 158
차파, 97, 163
타파, 50, 195
다하, 62, 176
사라, 70, 182
파사, 85, 163
자나, 71, 188
차차, 68, 145
아다, 88, 186
타타, 73, 181
라가, 45, 150
라카, 94, 145
마가, 74, 149
마아, 90, 166
타바, 41, 171
타타, 43, 185
자파, 74, 167
라하, 65, 186
타아, 65, 192
사타, 88, 195
파마, 40, 170
아라, 74, 191
파나, 82, 193
사다, 62, 172
차아, 62, 170
라타, 84, 171
타사, 89, 196
파타, 71, 195
마카, 64, 190
자하, 93, 166
다카, 59, 147
차마, 49, 179
마카, 80, 180
나다, 83, 171
나파, 47, 186
아차, 89, 181
카하, 55, 181
아자, 56, 156
하나, 82, 172
하아, 57, 183
다하, 81, 140
카카, 81, 187
바차, 68, 169
타카, 60, 160
카아, 68, 193
가가, 76, 194
파다, 40, 188
나바, 47, 173
다다, 73, 152
아바, 66, 143
아바, 79, 199
카하, 52, 185
타라, 90, 151
자하, 99, 161
타가, 84, 184
바아, 42, 190
마파, 49, 140
바파, 51, 155
자바, 96, 189
가하, 52, 197
파다, 74, 178
다카, 41, 179
마아, 62, 175
다타, 81, 172
바아, 60, 199
아가, 45, 185
사카, 80, 147
아아, 64, 179
사라, 65, 162
다마, 85, 173
카다, 99, 171
차타, 43, 153
차나, 49, 165
차타, 67, 191
하바, 92, 154
바다, 66, 157
아파, 47, 149
카카, 93, 172
사사, 68, 198
라하, 50, 197
파카, 71, 182
차파, 83, 157
자타, 56, 142
타타, 83, 150
다다, 49, 172
자나, 44, 154
자자, 48, 151
파아, 70, 153
마나, 80, 185
차파, 58, 171
카마, 50, 158
사차, 46, 172
하자, 45, 167
바카, 49, 167
사바, 84, 183
마카, 50, 199
바바, 40, 181
라나, 58, 183
가차, 40, 197
마아, 44, 140
카아, 46, 157
사나, 84, 195
자차, 85, 159
나가, 85, 160
차하, 94, 150
가파, 83, 178
자카, 59, 153
바다, 52, 186
파하, 98, 173
마다, 48, 191
가나, 83, 151
가바, 47, 176
하바, 56, 149
하파, 94, 168
마하, 58, 143
다자, 65, 153
라파, 82, 177
아자, 80, 173
사자, 92, 145
차자, 98, 198
바마, 89, 155
아아, 65, 185
타마, 96, 182
바바, 91, 145
사하, 69, 173
마파, 59, 168
가카, 50, 154
바파, 46, 176
바파, 82, 140
다카, 55, 179
마바, 85, 164
마하, 56, 147
마바, 51, 176
마차, 47, 162
아마, 89, 160
마자, 70, 191
가나, 71, 157
가다, 50, 192
사차, 44, 140
하하, 81, 192
가바, 92, 182
차마, 60, 185
가파, 49, 161
다바, 85, 197
차라, 82, 163
자차, 71, 163
자라, 83, 196
자사, 51, 180
차카, 50, 174
가마, 78, 185
하나, 86, 172
라가, 98, 155
하하, 60, 185
나하, 91, 164
사카, 89, 147
아타, 50, 151
차타, 94, 158
나카, 51, 163
아차, 98, 156
나파, 60, 146
사카, 90, 194
라아, 63, 149
자마, 74, 155
하아, 67, 144
파카, 82, 196
타차, 65, 198
하파, 72, 180
타하, 54, 162
바자, 62, 166
사파, 89, 178
아차, 95, 152
가차, 52, 175
라나, 44, 162
하카, 46, 145
다하, 71, 154
다아, 99, 163
다나, 52, 145
가라, 76, 197
차사, 74, 185
라다, 56, 188
카사, 98, 188
나타, 86, 162
바나, 98, 159
아차, 89, 164
사다, 83, 158
나차, 98, 175
아카, 65, 176
아파, 71, 171
바하, 91, 197
마나, 57, 163
사바, 79, 167
파마, 83, 166
사카, 89, 181
카아, 40, 187
타다, 78, 158
바카, 95, 187
차라, 54, 147
파사, 56, 169
가차, 64, 182
라자, 48, 167
자가, 84, 187
라카, 83, 147
카가, 72, 141
자카, 58, 174
파나, 77, 157
바카, 57, 146
차타, 81, 171
카타, 57, 198
타하, 86, 141
자차, 83, 160
자라, 67, 157
카파, 46, 157
아자, 86, 174
아카, 58, 167
아마, 52, 171
바나, 68, 160
나아, 61, 170
마하, 99, 140
바파, 42, 151
사카, 56, 169
파카, 40, 195
차카, 56, 147
아차, 74, 140
사자, 88, 174
라자, 78, 175
아타, 61, 146
카타, 53, 191
하마, 71, 147
카나, 86, 190
라카, 62, 174
가바, 52, 181
차차, 84, 145
카하, 83, 179
하가, 77, 170
자카, 69, 179
사하, 52, 173
마타, 73, 191
나사, 88, 182
다마, 72, 191
사바, 70, 180
라마, 43, 179
타다, 96, 181
마파, 77, 144
파바, 57, 175
아사, 43, 148
사파, 61, 177
자파, 56, 182
자라, 91, 155
파차, 80, 147
자카, 61, 170
하라, 48, 175
라사, 55, 150
하가, 49, 183
사사, 54, 179
아바, 92, 158
라카, 59, 176
아가, 99, 167
타다, 75, 184
타파, 58, 151
라카, 73, 165
카다, 52, 189
가다, 93, 186
파사, 54, 196
자차, 43, 175
가나, 70, 169
바나, 83, 170
나하, 54, 180
가마, 46, 162
다자, 50, 180
라하, 42, 191
나가, 46, 163
바자, 64, 156
마타, 89, 177
가카, 60, 194
자아, 86, 144
하나, 58, 194
가다, 68, 189
나차, 69, 195
아다, 92, 142
하사, 49, 194
파차, 99, 149
나다, 48, 178
다바, 87, 152
나아, 86, 194
라가, 44, 195
파차, 80, 157
아하, 57, 199
라마, 57, 163
나아, 90, 181
가다, 50, 183
가바, 61, 192
아라, 90, 142
사아, 48, 153
바다, 77, 198
아다, 49, 172
차카, 58, 175
파하, 94, 151
마바, 47, 179
하파, 79, 144
차라, 72, 184
파사, 71, 199
파바, 65, 158
나자, 65, 155
차하, 59, 156
아카, 59, 148
하하, 78, 151
가카, 94, 146
카가, 44, 172
하라, 41, 181
하자, 89, 143
바타, 43, 172
카마, 96, 186
라나, 42, 192
바나, 85, 187
차카, 78, 140
나가, 58, 155
자나, 69, 195
자마, 87, 141
타자, 94, 174
자아, 93, 157
파라, 74, 182
타다, 57, 184
나카, 43, 175
하차, 98, 147
차차, 55, 146
나나, 59, 169
타아, 71, 168
하가, 98, 158
사라, 60, 189
파자, 50, 152
타자, 90, 177
나타, 82, 159
아사, 45, 145
마차, 80, 188
타차, 94, 188
아파, 66, 176
다하, 84, 183
아파, 86, 165
가카, 56, 198
파타, 56, 175
아아, 93, 170
타사, 46, 154
사카, 84, 166
타자, 72, 188
사파, 53, 141
자타, 60, 193
바파, 59, 164
하카, 99, 171
차바, 49, 159
라하, 53, 167
가자, 72, 195
하아, 56, 157
차하, 59, 169
하마, 47, 167
가라, 58, 156
나나, 41, 196
라가, 55, 182
자파, 87, 142
가파, 82, 144
마바, 81, 174
하바, 70, 191
마하, 60, 165
아나, 67, 198
자나, 77, 153
자라, 47, 173
파파, 98, 145
마가, 70, 196
가라, 78, 168
카마, 86, 159
차나, 48, 149
차바, 63, 164
가마, 67, 173
마나, 61, 149
마라, 69, 155
타라, 69, 142
라아, 80, 149
나차, 51, 188
아자, 58, 177
바아, 68, 142
파다, 69, 167
아카, 71, 145
카다, 66, 173
다바, 84, 181
바아, 73, 150
바가, 71, 151
자다, 95, 149
마아, 73, 166
나라, 58, 187
타사, 75, 196
카카, 85, 153
카사, 52, 161
카카, 43, 152
사가, 80, 173
사사, 82, 144
자바, 71, 142
라자, 73, 156
아나, 57, 197
라바, 50, 189
마타, 44, 174
라카, 54, 195
다카, 66, 171
자나, 69, 166
다라, 94, 174
라다, 94, 190
마다, 43, 165
차바, 54, 171
다나, 94, 153
바라, 60, 168
타사, 61, 154
파나, 68, 146
자나, 74, 141
타바, 49, 161
파자, 78, 168
차아, 89, 169
차다, 87, 180
다차, 82, 153
나라, 91, 184
하마, 59, 191
가자, 70, 155
아가, 64, 196
다아, 77, 155
카아, 88, 151
바사, 89, 160
하가, 48, 198
하가, 87, 186
바자, 79, 158
하가, 60, 180
자마, 89, 166
차차, 67, 192
나파, 66, 160
차나, 67, 148
사아, 81, 165
차바, 71, 146
라다, 82, 176
차하, 46, 190
하마, 89, 145
라자, 92, 163
하나, 75, 176
카파, 78, 157
다바, 47, 173
다파, 73, 189
타아, 64, 184
자가, 67, 156
카카, 45, 144
자타, 55, 186
나나, 94, 173
마카, 50, 178
카다, 86, 161
마아, 48, 182
가바, 98, 182
다바, 79, 161
하하, 97, 187
아타, 47, 159
자사, 64, 148
가아, 64, 177
나파, 67, 150
하사, 48, 185
바파, 88, 149
파다, 44, 169
자파, 75, 151
하차, 63, 153
사바, 67, 142
카타, 68, 151
아가, 45, 156
아타, 45, 197
타다, 47, 187
타파, 99, 158
카자, 42, 191
타아, 73, 154
가자, 59, 162
아가, 86, 187
가다, 63, 180
나차, 85, 166
파자, 93, 196
자다, 80, 158
바카, 99, 192
파마, 98, 145
가바, 55, 152
아타, 54, 149
가바, 99, 149
차나, 86, 184
다타, 54, 167
사하, 90, 145
파카, 76, 154
라다, 56, 176
아카, 57, 187
하가, 42, 186
하카, 65, 197
사나, 97, 197
타카, 87, 190
자하, 55, 161
바바, 81, 195
타차, 67, 164
사라, 58, 186
자사, 55, 157
바다, 41, 180
나라, 88, 171
사차, 60, 193
마바, 71, 149
파나, 96, 159
사다, 67, 156
바가, 96, 197
타다, 79, 181
마자, 74, 181
하가, 91, 165
자자, 46, 143
아파, 99, 167
사파, 71, 187
다파, 56, 151
아나, 66, 180
타타, 61, 173
파하, 61, 177
카자, 59, 175
하파, 93, 145
파가, 87, 146
아바, 95, 163
차라, 76, 167
마나, 73, 161
아가, 82, 147
다카, 94, 174
라아, 97, 166
하가, 93, 176
차카, 78, 186
마가, 87, 176
가차, 79, 195
라아, 80, 143
사라, 92, 166
나파, 95, 148
다파, 75, 176
가파, 78, 185
바마, 65, 182
타나, 51, 166
하차, 41, 148
파바, 62, 140
하타, 90, 167
하타, 57, 183
다사, 81, 197
카타, 88, 141
카가, 82, 196
나라, 78, 190
차타, 46, 147
마하, 63, 181
자자, 75, 150
하타, 57, 164
나가, 67, 193
파아, 99, 143
가나, 95, 158
차사, 96, 189
차카, 90, 175
라타, 46, 145
카아, 74, 192
바다, 47, 189
다사, 82, 189
파나, 67, 164
사마, 91, 198
자하, 76, 199
자타, 64, 147
가가, 88, 183
카카, 95, 183
카바, 81, 165
바가, 77, 148
하타, 81, 199
다바, 63, 161
